transaction_id,date_id,city_id,shipping_method_id,delivery_category_id
138,20240319,8,6,2
139,20240629,1,3,1
140,20230708,4,6,2
141,20241007,1,1,3
142,20230722,1,11,2
143,20240607,1,6,1
144,20230512,8,6,2
145,20231123,4,1,2
146,20230511,1,11,3
147,20211227,65,5,1
148,20230925,1,11,1
149,20240308,1,5,2
150,20240707,2,6,2
151,20240108,1,11,1
152,20241116,4,1,3
153,20221030,86,3,1
154,20241203,4,1,3
155,20240818,1,5,1
156,20220917,86,11,2
157,20230218,2,3,2
158,20220301,1,5,2
159,20240717,1,5,1
160,20230910,65,5,2
161,20220129,1,5,2
162,20220705,2,6,3
163,20240906,1,3,1
164,20221205,65,3,1
165,20240114,65,6,3
166,20230414,14,11,3
167,20230102,1,5,3
168,20221120,2,11,1
169,20211227,1,11,2
170,20240618,1,6,2
171,20230205,1,6,2
172,20220727,65,1,3
173,20240924,8,1,1
174,20240729,1,5,2
175,20240413,1,11,3
176,20220625,2,5,2
177,20230311,4,6,2
178,20230808,1,3,3
179,20240416,14,6,3
180,20240322,1,5,1
181,20230515,86,3,3
182,20241115,4,11,2
183,20230928,86,6,2
184,20231014,2,1,2
185,20221219,1,5,3
186,20220107,14,6,1
187,20221229,65,11,3
188,20240116,1,1,1
189,20230715,86,11,3
190,20231016,1,6,1
191,20220827,2,6,2
192,20240824,1,6,2
193,20230112,1,6,3
194,20230626,1,6,1
195,20230612,1,5,3
196,20230701,65,1,1
197,20230815,1,3,3
198,20240920,8,11,1
199,20240405,1,11,2
200,20230105,1,6,1
201,20240213,1,6,3
202,20240801,1,6,3
203,20230510,8,6,3
204,20230304,1,6,1
205,20240222,2,3,1
206,20220317,8,1,2
207,20221224,14,5,3
208,20231031,1,6,3
209,20230709,2,6,3
210,20230923,2,6,3
211,20240806,1,6,2
212,20230107,14,1,3
213,20240422,2,3,2
214,20230811,1,3,2
215,20241123,1,6,3
216,20230707,4,3,1
217,20230211,8,3,2
218,20231219,2,5,3
219,20240607,1,1,3
220,20240324,2,1,1
221,20230318,1,6,2
222,20220203,86,3,1
223,20220723,1,5,3
224,20220426,1,11,2
225,20240515,2,3,2
226,20221217,2,6,3
227,20240914,4,1,3
228,20240503,2,6,1
229,20230102,2,11,3
230,20240823,1,1,2
231,20240519,1,1,2
232,20230818,14,11,3
233,20220702,8,5,3
234,20220401,8,6,1
235,20230801,1,5,3
236,20230329,1,1,3
237,20230905,2,3,1
238,20241124,2,11,1
239,20230619,14,6,3
240,20220410,1,11,3
241,20220311,8,11,2
242,20221009,1,11,3
243,20230206,1,6,2
244,20220806,1,1,2
245,20220630,14,11,2
246,20230707,65,6,1
247,20240529,1,6,2
248,20241111,86,11,1
249,20230318,14,5,1
250,20230524,1,6,3
251,20220912,1,5,3
252,20220202,2,3,3
253,20241107,8,6,3
254,20240406,1,1,1
255,20240731,1,11,1
256,20240615,2,1,1
257,20220212,8,5,2
258,20220724,4,6,1
259,20220808,1,5,2
260,20220801,1,11,3
261,20220916,1,6,2
262,20241101,2,11,1
263,20240408,14,5,1
264,20230311,2,6,3
265,20230311,2,3,1
266,20220629,8,1,3
267,20220206,8,5,3
268,20211231,2,11,2
269,20220726,1,3,1
270,20231022,65,3,1
271,20231115,14,3,3
272,20220417,1,5,3
273,20240822,1,5,3
274,20220919,1,11,3
275,20230425,1,1,2
276,20220825,1,11,2
277,20221123,1,11,1
278,20221201,2,1,3
279,20221127,4,1,2
280,20240104,1,5,3
281,20220824,1,5,2
282,20230801,1,3,3
283,20240217,1,3,1
284,20240421,2,6,1
285,20220727,1,5,3
286,20230716,65,1,2
287,20240112,1,1,2
288,20230123,1,5,2
289,20221209,2,1,1
290,20230727,4,6,3
291,20230713,14,3,1
292,20220929,65,5,1
293,20240823,1,11,3
294,20231215,1,6,2
295,20240317,2,3,3
296,20231116,2,5,1
297,20240103,1,6,2
298,20231103,1,3,1
299,20230210,1,1,2
300,20240211,2,6,1
301,20240603,1,1,3
302,20231029,1,5,1
303,20230808,2,1,2
304,20220901,2,11,3
305,20220608,1,5,3
306,20241221,65,5,3
307,20230418,2,3,2
308,20241006,1,1,1
309,20230828,14,3,3
310,20221119,4,1,1
311,20241220,4,5,3
312,20231116,1,5,1
313,20221208,1,1,2
314,20231220,1,6,3
315,20230407,1,11,2
316,20220323,4,6,3
317,20220908,1,3,2
318,20220812,14,11,2
319,20240519,1,1,3
320,20240119,2,11,1
321,20240213,86,6,2
322,20220608,1,5,3
323,20231127,1,11,2
324,20220613,1,1,2
325,20220224,2,6,2
326,20220723,86,3,3
327,20220627,1,11,3
328,20241223,1,6,2
329,20221119,1,5,3
330,20231031,1,1,1
331,20220819,14,11,1
332,20240418,65,1,3
333,20220210,1,1,1
334,20220610,1,11,1
335,20221010,2,3,2
336,20220318,1,5,2
337,20240603,1,3,3
338,20220115,1,1,3
339,20220130,1,11,3
340,20220108,14,11,1
341,20230319,1,11,3
342,20220220,1,5,3
343,20220716,1,6,3
344,20220411,1,6,1
345,20211231,2,5,3
346,20220426,4,11,2
347,20241214,2,6,2
348,20220728,1,1,3
349,20220731,2,5,3
350,20220222,1,6,2
351,20230629,2,3,1
352,20230322,4,3,1
353,20240511,1,6,1
354,20220131,1,6,3
355,20230804,1,1,1
356,20211230,1,6,2
357,20220831,4,6,2
358,20220810,2,3,3
359,20230920,4,6,2
360,20240404,1,3,1
361,20230829,4,11,1
362,20230813,1,3,1
363,20240716,2,5,2
364,20220525,4,11,3
365,20230607,4,5,2
366,20240712,4,5,1
367,20240320,65,1,1
368,20240313,4,1,1
369,20220621,8,1,1
370,20230523,1,5,1
371,20211228,2,3,2
372,20230717,1,6,2
373,20220422,1,5,3
374,20220704,2,1,2
375,20240723,1,6,3
376,20240425,1,5,3
377,20220717,1,5,2
378,20220827,1,3,2
379,20220316,4,5,3
380,20221012,2,11,1
381,20241008,2,11,2
382,20220521,14,5,2
383,20230304,1,11,1
384,20241025,2,1,1
385,20240725,8,5,1
386,20220106,1,6,2
387,20220825,1,5,1
388,20220521,1,6,2
389,20230820,4,5,1
390,20230401,4,5,1
391,20240809,8,1,1
392,20220415,2,11,2
393,20241015,1,3,2
394,20240718,65,5,2
395,20240705,14,3,1
396,20220924,86,1,2
397,20230308,1,3,1
398,20221006,1,3,3
399,20220120,1,6,2
400,20230213,1,11,3
401,20230128,1,1,2
402,20240530,1,11,2
403,20231108,86,11,1
404,20220524,1,11,3
405,20220507,1,5,3
406,20221228,1,3,1
407,20230716,2,6,1
408,20230520,1,11,1
409,20220714,1,11,1
410,20231126,1,3,2
411,20221103,1,3,1
412,20240218,2,1,1
413,20230902,14,3,2
414,20231130,2,6,2
415,20230323,1,1,3
416,20220904,2,11,3
417,20230714,1,5,1
418,20231029,1,5,1
419,20230711,1,5,1
420,20230425,4,1,2
421,20230802,2,3,3
422,20240328,1,5,1
423,20230428,1,1,2
424,20240201,1,3,1
425,20240806,4,5,3
426,20230719,2,5,3
427,20220424,2,5,3
428,20230410,4,1,2
429,20220308,1,6,3
430,20230928,2,3,2
431,20220519,1,3,1
432,20220325,1,3,1
433,20220325,1,1,1
434,20240131,1,5,2
435,20230521,86,3,3
436,20240509,2,11,3
437,20240612,1,6,1
438,20220422,1,5,3
439,20240623,1,1,2
440,20241018,65,6,2
441,20220707,1,6,2
442,20220308,4,5,2
443,20221225,1,6,1
444,20221026,2,3,2
445,20240101,86,11,1
446,20230905,65,3,2
447,20220812,8,1,2
448,20230102,1,3,1
449,20221204,2,1,2
450,20240409,86,1,3
451,20240628,14,6,2
452,20241007,1,5,2
453,20220802,1,1,3
454,20231015,2,6,3
455,20230512,1,11,3
456,20230113,1,1,1
457,20230607,65,5,2
458,20230823,1,11,2
459,20240212,14,3,1
460,20240529,1,5,2
461,20230128,1,1,3
462,20231015,14,5,3
463,20230523,2,6,1
464,20220831,4,3,3
465,20220706,1,11,3
466,20241015,1,5,2
467,20230902,1,11,3
468,20240204,1,3,2
469,20230829,65,3,2
470,20230414,1,3,2
471,20220122,1,5,1
472,20230319,1,6,3
473,20221217,1,3,1
474,20221207,2,3,1
475,20220810,1,1,3
476,20220407,1,1,2
477,20240511,2,6,3
478,20230505,1,1,1
479,20240510,1,11,1
480,20230412,65,5,3
481,20220224,86,1,2
482,20240607,1,6,3
483,20220409,8,11,2
484,20240309,1,3,2
485,20220626,8,6,1
486,20240429,1,11,1
487,20220215,1,5,3
488,20231226,1,1,2
489,20230413,14,1,2
490,20230203,1,3,1
491,20230531,1,3,1
492,20220125,65,1,3
493,20221010,1,1,3
494,20220120,2,5,1
495,20240928,8,3,2
496,20231002,2,6,1
497,20240104,2,1,2
498,20241211,2,11,3
499,20220414,8,3,2
500,20240907,1,1,3
501,20220810,1,11,2
502,20230902,65,1,2
503,20220424,2,11,1
504,20220215,1,1,1
505,20231101,1,3,3
506,20230708,1,5,1
507,20221030,1,5,1
508,20221112,2,5,2
509,20230502,2,5,1
510,20230223,1,3,1
511,20220422,1,1,2
512,20231027,1,11,3
513,20220916,1,1,1
514,20220314,2,5,3
515,20240630,1,11,2
516,20220527,65,3,3
517,20230717,1,11,1
518,20220508,1,1,1
519,20220823,1,11,2
520,20240419,1,3,1
521,20220518,4,5,2
522,20220830,1,11,3
523,20240621,4,3,2
524,20230128,1,3,2
525,20220418,86,5,1
526,20241110,1,11,2
527,20231227,1,6,1
528,20220622,4,6,2
529,20230817,4,11,2
530,20221018,1,11,1
531,20220629,65,5,1
532,20220913,2,1,1
533,20240107,4,5,1
534,20220714,2,3,3
535,20240212,1,6,1
536,20241012,8,5,3
537,20230821,1,6,3
538,20231209,2,5,2
539,20230218,1,3,2
540,20231020,1,6,1
541,20230513,1,6,2
542,20231014,2,3,3
543,20220101,1,5,2
544,20241128,2,3,3
545,20231218,1,11,1
546,20230827,2,3,3
547,20240309,86,6,1
548,20230816,1,11,3
549,20230816,1,5,2
550,20231004,65,5,1
551,20231124,86,3,2
552,20220521,8,1,1
553,20211228,65,11,1
554,20220807,14,3,3
555,20231228,1,1,3
556,20211225,1,11,3
557,20240207,4,5,2
558,20230515,14,5,1
559,20240415,1,3,3
560,20221120,2,3,2
561,20230925,1,1,3
562,20230923,14,6,3
563,20230305,1,11,2
564,20240825,2,6,2
565,20240110,2,5,2
566,20240213,1,5,2
567,20230921,1,1,2
568,20230511,1,1,1
569,20220722,2,5,1
570,20230917,2,6,2
571,20220521,1,3,3
572,20220730,4,1,3
573,20230426,2,11,2
574,20230917,1,3,2
575,20240531,14,5,1
576,20230511,1,11,1
577,20240701,14,5,3
578,20220208,14,5,2
579,20240103,65,6,2
580,20221022,1,6,1
581,20220314,2,5,2
582,20241201,8,5,1
583,20230617,2,3,2
584,20211230,2,1,2
585,20221101,1,5,3
586,20220117,65,11,3
587,20231104,1,6,3
588,20240424,86,5,3
589,20220107,1,1,2
590,20230916,2,1,3
591,20220606,2,11,1
592,20220429,1,11,2
593,20240408,8,6,2
594,20240723,1,3,2
595,20241009,1,3,2
596,20221110,1,11,2
597,20230611,2,3,2
598,20230522,4,5,3
599,20230621,1,6,2
600,20221111,4,11,2
601,20221106,2,6,2
602,20221106,1,6,3
603,20230114,14,6,1
604,20230722,2,1,2
605,20240902,1,5,2
606,20220117,8,3,1
607,20230930,2,5,3
608,20220930,4,6,1
609,20220131,1,3,1
610,20221008,1,11,2
611,20241211,8,6,1
612,20211226,1,11,3
613,20240526,1,11,2
614,20231228,1,6,2
615,20221003,2,11,1
616,20220531,1,6,3
617,20231130,1,11,2
618,20220806,1,6,3
619,20231223,1,5,1
620,20230923,1,3,3
621,20240324,1,6,3
622,20230426,1,6,2
623,20240906,1,11,2
624,20240724,2,3,1
625,20221201,14,6,3
626,20231229,2,1,2
627,20230127,2,11,1
628,20230122,14,3,1
629,20231214,8,3,1
630,20231115,1,6,1
631,20241031,86,6,3
632,20230722,1,5,1
633,20240117,8,5,1
634,20240501,4,6,3
635,20240427,1,3,3
636,20230119,1,6,1
637,20240919,1,1,3
638,20220104,2,5,3
639,20230118,2,1,2
640,20231113,8,6,2
641,20220821,86,3,1
642,20230818,14,1,2
643,20220525,4,5,3
644,20220921,86,5,1
645,20240802,1,11,1
646,20230522,4,6,2
647,20231124,1,6,1
648,20220212,14,11,2
649,20220925,2,6,3
650,20241212,1,11,2
651,20230214,1,3,2
652,20220928,2,11,2
653,20221124,1,3,1
654,20220425,4,11,2
655,20240125,8,6,1
656,20221204,1,5,2
657,20220212,2,1,2
658,20220627,1,1,2
659,20240203,1,1,3
660,20230618,2,1,3
661,20241118,1,6,1
662,20230721,1,3,1
663,20241203,1,1,3
664,20241110,1,11,3
665,20241019,2,3,1
666,20230529,4,6,1
667,20221127,1,6,1
668,20220306,1,3,3
669,20221105,2,3,2
670,20221210,2,3,1
671,20230819,86,11,3
672,20220506,1,11,2
673,20240702,14,1,2
674,20240420,4,11,3
675,20240201,1,11,3
676,20220922,2,5,2
677,20230809,1,5,2
678,20221013,1,6,3
679,20230730,1,3,3
680,20240407,8,1,2
681,20220805,4,3,1
682,20240421,2,6,3
683,20240716,1,1,2
684,20230810,2,6,2
685,20241129,1,5,3
686,20230307,1,1,1
687,20220910,1,6,3
688,20230829,14,3,1
689,20231012,1,6,3
690,20240511,4,1,1
691,20230901,2,5,1
692,20241202,4,6,1
693,20231016,1,5,1
694,20220917,2,11,1
695,20231025,1,3,1
696,20230814,8,11,3
697,20230906,4,3,1
698,20230727,4,3,1
699,20230114,1,1,1
700,20220715,2,6,2
701,20220717,1,6,2
702,20230315,1,11,1
703,20220516,1,1,3
704,20231017,1,3,2
705,20220604,1,5,3
706,20240102,1,6,3
707,20230116,1,5,3
708,20221010,1,11,2
709,20221208,14,1,2
710,20230621,4,11,2
711,20230815,1,11,1
712,20220524,4,6,1
713,20240615,14,11,2
714,20220425,2,11,2
715,20240410,8,11,3
716,20240818,65,1,1
717,20221126,4,5,1
718,20220403,65,11,1
719,20220629,2,5,2
720,20241108,65,11,3
721,20220223,1,11,3
722,20220315,2,1,1
723,20241027,14,5,1
724,20230930,1,6,3
725,20240127,1,3,3
726,20220712,1,6,1
727,20240926,4,1,3
728,20240705,4,1,2
729,20220216,1,3,1
730,20230819,2,3,3
731,20230926,4,1,3
732,20230213,1,6,3
733,20240213,8,6,2
734,20230408,2,5,3
735,20220906,1,3,2
736,20240127,1,1,2
737,20220214,65,1,2
738,20230427,1,6,1
739,20220618,8,11,2
740,20230812,2,5,1
741,20240226,1,11,2
742,20240601,1,6,1
743,20231123,14,6,1
744,20230811,8,6,1
745,20240829,4,1,3
746,20230124,1,5,1
747,20220725,1,11,1
748,20231213,65,3,2
749,20221004,86,11,2
750,20220401,1,1,3
751,20240928,1,11,3
752,20240625,1,6,1
753,20220423,8,3,3
754,20221224,1,6,1
755,20231202,1,3,3
756,20230502,4,1,1
757,20230731,2,6,3
758,20230130,4,6,3
759,20230522,2,1,3
760,20240915,4,6,1
761,20220826,1,3,3
762,20230127,1,6,2
763,20240223,65,1,3
764,20220712,1,11,1
765,20230104,14,1,2
766,20241219,1,5,1
767,20220707,2,6,1
768,20230801,1,5,2
769,20220313,14,6,2
770,20240818,2,11,3
771,20240916,1,1,1
772,20241031,1,5,2
773,20240508,1,6,1
774,20230417,1,1,3
775,20241124,1,3,2
776,20240125,86,1,1
777,20230428,1,6,1
778,20220618,2,3,3
779,20230201,1,1,3
780,20240504,1,6,3
781,20221026,1,5,3
782,20230909,2,1,3
783,20230726,1,11,3
784,20230724,1,1,3
785,20240407,1,6,1
786,20230320,65,5,2
787,20230326,86,6,1
788,20230706,2,6,2
789,20220106,1,3,3
790,20240328,1,6,1
791,20220318,1,6,1
792,20240325,1,5,3
793,20220330,65,11,3
794,20230611,1,11,2
795,20230725,86,1,1
796,20221206,4,5,1
797,20230413,1,11,3
798,20221012,1,5,2
799,20231228,2,11,2
800,20230729,4,3,2
801,20240625,2,3,2
802,20240319,1,6,1
803,20220318,86,3,3
804,20220619,1,5,1
805,20230413,1,11,2
806,20231103,1,1,3
807,20220409,8,3,1
808,20231111,14,3,1
809,20220603,1,3,1
810,20231125,1,3,2
811,20230202,1,3,3
812,20240924,4,5,1
813,20230827,4,5,3
814,20230401,2,1,1
815,20220106,4,6,3
816,20221215,1,6,3
817,20230915,1,5,2
818,20221129,14,11,1
819,20240607,2,3,2
820,20221206,2,6,1
821,20230705,2,11,2
822,20220415,1,3,1
823,20240330,14,3,2
824,20240304,1,6,1
825,20220624,1,5,3
826,20240403,1,11,1
827,20231207,4,6,2
828,20220412,86,1,3
829,20220228,1,11,3
830,20220118,4,3,1
831,20220817,1,1,3
832,20240301,65,11,3
833,20230429,1,11,3
834,20230801,1,1,2
835,20220628,1,5,1
836,20241126,1,11,1
837,20231027,1,1,3
838,20221211,1,6,3
839,20230809,1,6,2
840,20231029,1,3,3
841,20230622,1,11,3
842,20240412,4,11,2
843,20240302,4,5,1
844,20240129,1,11,2
845,20240723,1,11,2
846,20231227,2,1,1
847,20230317,1,1,1
848,20240616,4,5,3
849,20241220,1,5,1
850,20230928,1,5,2
851,20241205,1,1,2
852,20230620,1,5,1
853,20220401,2,1,1
854,20221216,1,3,1
855,20241205,1,1,2
856,20230130,2,11,3
857,20220213,1,6,1
858,20220421,8,1,3
859,20230804,1,11,1
860,20221122,1,11,3
861,20220813,1,3,2
862,20241004,1,11,3
863,20221007,2,5,3
864,20221015,4,3,1
865,20231228,1,11,3
866,20240612,86,6,1
867,20231226,2,1,3
868,20240702,1,11,1
869,20230614,1,6,1
870,20240814,1,1,1
871,20230915,1,11,1
872,20231123,1,11,1
873,20240913,2,3,2
874,20230121,4,5,1
875,20231019,4,11,2
876,20220714,1,6,3
877,20240729,1,5,3
878,20241212,2,5,1
879,20241122,8,3,1
880,20230911,2,1,1
881,20240923,86,5,2
882,20230818,4,5,3
883,20231213,2,6,3
884,20230105,8,5,2
885,20240801,1,5,2
886,20230225,1,6,2
887,20230125,65,11,3
888,20231207,14,5,3
889,20230518,1,3,3
890,20230716,2,11,3
891,20220921,1,6,2
892,20231215,1,3,2
893,20230102,86,1,2
894,20230103,4,3,2
895,20231103,2,11,3
896,20230607,1,1,1
897,20220718,4,3,1
898,20240705,4,3,2
899,20230213,1,5,3
900,20220422,1,6,1
901,20240420,86,1,2
902,20241114,1,1,1
903,20221224,14,1,3
904,20230802,4,11,2
905,20240501,14,1,3
906,20240725,2,11,2
907,20220611,1,11,3
908,20240202,65,1,3
909,20230509,14,11,3
910,20220107,1,11,2
911,20230807,1,11,2
912,20240508,1,6,3
913,20231205,1,5,2
914,20230415,1,5,2
915,20230120,1,3,2
916,20220311,86,11,3
917,20231012,14,11,2
918,20230611,1,11,3
919,20220915,1,3,2
920,20230601,2,11,3
921,20230403,2,5,2
922,20240205,1,3,1
923,20230809,1,1,3
924,20240329,4,11,2
925,20220208,1,6,2
926,20240613,1,1,1
927,20221002,1,11,1
928,20220709,2,5,2
929,20240712,65,1,3
930,20230108,1,5,2
931,20240515,8,11,2
932,20240503,1,5,2
933,20241114,2,11,2
934,20221004,2,5,2
935,20220521,1,5,1
936,20230109,2,6,1
937,20230809,1,5,3
938,20220925,14,1,3
939,20231213,2,11,2
940,20240401,86,5,2
941,20241003,1,5,2
942,20230324,1,3,3
943,20220827,2,6,2
944,20240716,4,3,1
945,20220513,2,5,2
946,20230815,86,1,2
947,20240906,2,5,1
948,20220623,4,11,3
949,20240916,86,1,3
950,20240620,1,6,2
951,20240813,1,5,3
952,20230818,4,1,2
953,20221128,1,5,2
954,20220705,4,6,3
955,20220721,2,6,3
956,20240806,4,6,1
957,20231228,1,6,1
958,20231129,8,5,1
959,20230404,8,1,1
960,20220409,1,6,3
961,20231109,1,3,2
962,20241105,14,11,1
963,20220226,86,5,1
964,20220708,1,1,2
965,20220130,1,6,2
966,20220403,8,11,2
967,20221108,65,6,1
968,20221114,1,11,1
969,20220222,1,1,1
970,20240919,1,3,2
971,20231207,2,6,3
972,20240720,8,1,3
973,20231117,65,5,1
974,20241005,1,3,1
975,20231222,1,3,3
976,20231020,8,6,1
977,20231003,1,6,3
978,20240426,1,1,3
979,20230711,2,6,1
980,20240516,2,3,3
981,20230326,4,1,1
982,20220501,4,5,3
983,20221106,8,1,3
984,20220710,2,11,2
985,20220103,1,6,1
986,20220320,2,6,3
987,20230723,2,6,1
988,20220907,65,1,1
989,20230620,65,5,2
990,20241028,1,11,1
991,20240201,1,6,2
992,20230312,1,3,3
993,20220213,2,11,1
994,20221004,1,11,3
995,20220218,1,5,3
996,20220704,1,11,3
997,20240819,1,5,3
998,20230512,14,3,3
999,20231108,1,6,3
1000,20221125,2,3,2
1001,20230606,14,5,1
1002,20220915,2,11,1
1003,20220608,1,3,1
1004,20240429,1,5,3
1005,20230524,4,11,2
1006,20240902,1,3,2
1007,20220227,2,11,1
1008,20230406,1,6,1
1009,20231114,1,6,1
1010,20221116,1,1,1
1011,20221129,1,6,2
1012,20220608,4,1,2
1013,20220412,1,5,1
1014,20220527,1,5,1
1015,20231223,1,1,1
1016,20230724,1,5,1
1017,20240727,1,1,3
1018,20230219,1,6,3
1019,20240704,1,11,1
1020,20240516,8,5,2
1021,20230531,4,1,2
1022,20220103,1,1,3
1023,20221020,1,5,3
1024,20220415,1,5,3
1025,20231014,1,6,3
1026,20230625,1,11,3
1027,20231205,1,1,1
1028,20220727,2,11,3
1029,20220510,1,6,3
1030,20230728,1,6,2
1031,20220101,1,3,1
1032,20220226,1,1,3
1033,20220113,8,6,1
1034,20230603,65,6,3
1035,20220807,2,6,2
1036,20230103,86,1,2
1037,20230604,1,3,1
1038,20241119,14,5,2
1039,20230716,1,6,3
1040,20231130,4,3,1
1041,20220829,65,11,2
1042,20221120,2,6,1
1043,20240709,2,1,1
1044,20240321,1,11,1
1045,20221103,1,5,1
1046,20220120,4,11,3
1047,20241023,1,6,3
1048,20240824,2,1,2
1049,20231012,1,6,3
1050,20240817,1,6,1
1051,20230228,4,6,1
1052,20220305,1,3,2
1053,20240524,2,1,3
1054,20230621,86,11,2
1055,20241125,1,6,1
1056,20230316,1,11,3
1057,20240322,1,6,1
1058,20230626,2,6,1
1059,20230819,1,11,1
1060,20220106,86,1,1
1061,20240517,1,6,2
1062,20221226,1,11,2
1063,20231229,2,6,2
1064,20231212,4,5,1
1065,20241004,1,3,3
1066,20220211,86,11,2
1067,20220519,1,5,3
1068,20230725,4,11,1
1069,20220902,4,6,1
1070,20221229,1,3,2
1071,20240118,86,6,3
1072,20240711,1,3,3
1073,20231009,1,1,1
1074,20241020,2,1,1
1075,20220920,4,3,2
1076,20231217,1,1,2
1077,20230417,2,5,1
1078,20230410,1,11,3
1079,20220412,86,11,3
1080,20220827,1,3,1
1081,20241002,1,3,1
1082,20240511,1,11,1
1083,20240522,1,1,2
1084,20220303,4,1,3
1085,20230428,1,5,3
1086,20211225,1,3,1
1087,20230121,1,11,3
1088,20241114,2,1,1
1089,20230602,1,1,1
1090,20220911,1,6,3
1091,20240403,1,1,3
1092,20230910,1,5,3
1093,20220904,4,3,1
1094,20221011,2,1,3
1095,20240211,2,5,1
1096,20230205,1,5,3
1097,20231230,1,3,2
1098,20231219,8,11,3
1099,20240430,8,5,3
1100,20230922,2,11,3
1101,20240906,1,3,2
1102,20230526,1,3,1
1103,20230711,65,11,2
1104,20240611,2,3,3
1105,20241104,4,6,1
1106,20240407,14,3,2
1107,20221019,65,6,3
1108,20231015,1,6,1
1109,20220530,1,1,3
1110,20230410,1,1,3
1111,20230401,1,6,1
1112,20231026,1,1,3
1113,20231010,86,11,2
1114,20220608,1,11,2
1115,20220212,1,6,3
1116,20230630,1,3,1
1117,20231220,8,11,3
1118,20220730,1,5,1
1119,20240413,4,6,2
1120,20231114,1,6,2
1121,20230921,65,11,2
1122,20240324,14,6,1
1123,20230215,14,1,3
1124,20220923,65,5,2
1125,20220624,1,5,3
1126,20220310,1,3,1
1127,20220201,1,6,2
1128,20220509,2,3,3
1129,20220720,2,11,2
1130,20241128,8,5,1
1131,20230303,2,3,3
1132,20221107,8,1,1
1133,20240607,2,3,2
1134,20240920,1,11,2
1135,20240523,1,3,3
1136,20240831,2,3,2
1137,20241001,1,11,3
1138,20240208,1,6,3
1139,20221026,1,1,1
1140,20220131,1,3,2
1141,20220207,1,11,1
1142,20221128,1,3,1
1143,20220908,86,6,2
1144,20221106,2,3,2
1145,20220115,1,6,2
1146,20220823,86,1,1
1147,20230714,2,1,3
1148,20220114,14,1,2
1149,20220822,1,11,3
