transaction_id,customer_id,date_id,payment_method_id,coupon_id,total_amount,sales_factor
136,34003,20221229,2,6,17189000.0,0.9
137,4819,20230101,3,3,8510000.0,0.5
138,34738,20240319,14,6,9928000.0,0.8
139,35427,20240629,4,1,4413000.0,0.8
140,5584,20230708,2,1,8620000.0,0.8
141,49272,20241007,1,6,12077000.0,0.8
142,30222,20230722,4,2,4596000.0,0.8
143,45461,20240607,4,1,5280000.0,0.6
144,12354,20230512,14,3,5986000.0,0.8
145,28218,20231123,14,3,3630000.0,0.5
146,21219,20230511,3,3,10782000.0,0.8
147,26725,20211227,1,6,11853000.0,0.8
148,34125,20230925,3,3,7306000.0,0.9
149,37784,20240308,2,1,13750000.0,0.8
150,42576,20240707,14,3,12788000.0,0.8
151,20719,20240108,14,6,3117000.0,0.9
152,15348,20241116,1,1,8483000.0,0.7
153,2823,20221030,3,1,8117000.0,0.8
154,42022,20241203,1,2,11194000.0,0.8
155,6821,20240818,14,3,9555000.0,0.6
156,47086,20220917,4,2,14123000.0,0.9
157,30022,20230218,14,6,16075000.0,0.9
158,40190,20220301,2,1,3834000.0,0.9
159,24208,20240717,1,2,5367000.0,0.8
160,20340,20230910,4,2,1442000.0,0.6
161,20962,20220129,1,1,2717000.0,0.6
162,31891,20220705,4,2,13963000.0,0.9
163,7581,20240906,3,2,6244000.0,0.5
164,42535,20221205,14,2,4029000.0,0.9
165,42085,20240114,14,6,8487000.0,0.9
166,5251,20230414,4,1,3711000.0,0.6
167,22765,20230102,3,6,3191000.0,0.7
168,6066,20221120,2,3,4861000.0,0.8
169,40767,20211227,4,2,3274000.0,0.9
170,48676,20240618,3,2,13954000.0,0.8
171,49021,20230205,3,3,5340000.0,0.5
172,44349,20220727,2,3,11810000.0,0.7
173,31125,20240924,2,3,2522000.0,0.8
174,28987,20240729,14,1,5362000.0,0.9
175,30146,20240413,14,3,11305000.0,0.9
176,23554,20220625,14,1,11089000.0,0.8
177,28377,20230311,14,2,4464000.0,0.8
178,47574,20230808,14,2,2028000.0,0.6
179,39849,20240416,3,3,3683000.0,0.8
180,4114,20240322,1,3,3325000.0,0.9
181,1468,20230515,3,3,8332000.0,0.5
182,46768,20241115,3,1,7973000.0,0.9
183,30012,20230928,1,6,4018000.0,0.8
184,42654,20231014,2,3,4328000.0,0.8
185,21169,20221219,4,3,3460000.0,0.8
186,2531,20220107,3,6,9625000.0,0.7
187,11435,20221229,14,6,2645000.0,0.5
188,7783,20240116,3,6,1637000.0,0.9
189,6668,20230715,4,2,6229000.0,0.8
190,9057,20231016,4,6,14765000.0,0.8
191,48973,20220827,1,6,15062000.0,0.9
192,35648,20240824,2,2,9504000.0,0.9
193,16629,20230112,1,3,6124000.0,0.8
194,28944,20230626,2,3,9457000.0,0.8
195,27080,20230612,2,2,13222000.0,0.8
196,8153,20230701,14,1,8919000.0,0.7
197,177,20230815,14,1,11000000.0,0.8
198,16678,20240920,3,2,15248000.0,0.8
199,23106,20240405,2,6,10925000.0,0.8
200,45890,20230105,14,3,1438000.0,0.8
201,21322,20240213,4,3,3697000.0,0.8
202,11606,20240801,14,1,3898000.0,0.9
203,10699,20230510,1,3,3932000.0,0.5
204,29989,20230304,4,3,11856000.0,0.9
205,3899,20240222,3,6,12815000.0,0.9
206,47695,20220317,2,3,1750000.0,0.5
207,8354,20221224,4,6,6962000.0,0.5
208,15272,20231031,2,2,4016000.0,0.8
209,26897,20230709,4,2,15880000.0,0.8
210,10089,20230923,14,6,1717000.0,0.8
211,4301,20240806,2,2,16675000.0,0.9
212,33678,20230107,1,3,11251000.0,0.9
213,42643,20240422,2,2,14534000.0,0.8
214,784,20230811,14,2,7206000.0,0.6
215,37285,20241123,14,3,14166000.0,0.9
216,43209,20230707,3,1,13630000.0,0.9
217,3705,20230211,1,2,4799000.0,0.7
218,15389,20231219,2,1,15185000.0,0.8
219,15881,20240607,3,6,9866000.0,0.8
220,32338,20240324,1,2,6288000.0,0.5
221,13165,20230318,4,6,3735000.0,0.8
222,25226,20220203,4,3,5782000.0,0.9
223,40225,20220723,2,3,6188000.0,0.6
224,41090,20220426,3,6,7550000.0,0.9
225,13022,20240515,1,2,8388000.0,0.7
226,24316,20221217,3,6,11553000.0,0.9
227,32186,20240914,3,2,9995000.0,0.8
228,13389,20240503,4,2,16302000.0,0.9
229,16681,20230102,4,2,10790000.0,0.8
230,33984,20240823,4,2,10344000.0,0.8
231,21061,20240519,2,2,17869000.0,0.9
232,11204,20230818,3,2,5420000.0,0.9
233,37151,20220702,2,6,17855000.0,0.9
234,38486,20220401,1,1,12927000.0,0.8
235,44076,20230801,4,2,10211000.0,0.6
236,39518,20230329,3,2,9661000.0,0.9
237,10201,20230905,1,3,8087000.0,0.9
238,4228,20241124,1,2,6928000.0,0.6
239,30408,20230619,2,6,2008000.0,0.7
240,9309,20220410,1,3,4598000.0,0.8
241,14132,20220311,1,3,4834000.0,0.8
242,33950,20221009,14,1,1780000.0,0.8
243,49215,20230206,3,3,14212000.0,0.9
244,4969,20220806,4,2,7670000.0,0.7
245,27961,20220630,2,2,5984000.0,0.8
246,45480,20230707,3,1,2231000.0,0.7
247,40116,20240529,14,1,1597000.0,0.8
248,24774,20241111,3,6,8437000.0,0.8
249,32678,20230318,1,6,4448000.0,0.9
250,26295,20230524,3,6,5293000.0,0.8
251,10484,20220912,1,1,16071000.0,0.9
252,4157,20220202,14,3,8579000.0,0.8
253,33035,20241107,4,2,17456000.0,0.9
254,715,20240406,1,2,3061000.0,0.5
255,30225,20240731,4,2,2523000.0,0.9
256,37897,20240615,1,2,3549000.0,0.7
257,17397,20220212,2,2,3331000.0,0.7
258,47782,20220724,4,6,1926000.0,0.8
259,13012,20220808,14,3,1772000.0,0.7
260,2587,20220801,14,3,5937000.0,0.8
261,14301,20220916,4,2,5133000.0,0.6
262,20856,20241101,3,3,12329000.0,0.7
263,18139,20240408,2,6,13698000.0,0.8
264,1028,20230311,3,2,11567000.0,0.8
265,3914,20230311,1,2,10530000.0,0.9
266,22542,20220629,3,3,15991000.0,0.9
267,17065,20220206,4,6,1873000.0,0.8
268,37316,20211231,3,3,12946000.0,0.8
269,29458,20220726,1,2,12521000.0,0.9
270,46514,20231022,3,2,4366000.0,0.9
271,45405,20231115,3,1,12722000.0,0.9
272,32287,20220417,1,2,1403000.0,0.9
273,35728,20240822,14,3,7625000.0,0.9
274,5952,20220919,1,6,14405000.0,0.8
275,27399,20230425,14,3,7252000.0,0.6
276,12792,20220825,4,1,9901000.0,0.8
277,40274,20221123,4,1,8962000.0,0.8
278,43365,20221201,3,2,9010000.0,0.7
279,9845,20221127,3,1,2820000.0,0.5
280,1132,20240104,3,3,5610000.0,0.8
281,48649,20220824,3,1,10090000.0,0.8
282,40652,20230801,1,2,7835000.0,0.7
283,11024,20240217,4,2,8848000.0,0.8
284,47175,20240421,14,6,8400000.0,0.7
285,1901,20220727,1,2,7060000.0,0.7
286,46080,20230716,1,6,17397000.0,0.9
287,23570,20240112,14,6,9719000.0,0.5
288,7925,20230123,3,6,6639000.0,0.9
289,8608,20221209,14,6,3227000.0,0.8
290,16063,20230727,1,6,10128000.0,0.6
291,48686,20230713,14,6,4739000.0,0.5
292,13937,20220929,3,3,11171000.0,0.8
293,35475,20240823,14,2,16437000.0,0.9
294,41829,20231215,1,6,8263000.0,0.9
295,7881,20240317,1,3,5938000.0,0.9
296,45457,20231116,3,1,4463000.0,0.9
297,48671,20240103,3,3,2964000.0,0.5
298,23999,20231103,1,6,10619000.0,0.9
299,35320,20230210,2,3,6178000.0,0.6
300,22255,20240211,4,6,9315000.0,0.8
301,27492,20240603,14,1,9521000.0,0.6
302,44786,20231029,2,2,14760000.0,0.9
303,31460,20230808,1,6,879000.0,0.7
304,40625,20220901,3,6,7997000.0,0.6
305,47276,20220608,4,2,11194000.0,0.8
306,5217,20241221,14,3,7964000.0,0.8
307,30824,20230418,2,6,3199000.0,0.5
308,11823,20241006,2,6,9694000.0,0.9
309,8685,20230828,14,2,6695000.0,0.7
310,2622,20221119,2,3,15429000.0,0.8
311,27887,20241220,2,3,10968000.0,0.8
312,39820,20231116,4,3,13006000.0,0.7
313,43671,20221208,1,6,1709000.0,0.9
314,16416,20231220,2,3,6270000.0,0.7
315,41685,20230407,14,1,14358000.0,0.8
316,21861,20220323,1,3,10430000.0,0.8
317,46721,20220908,14,6,9699000.0,0.9
318,44545,20220812,1,2,7278000.0,0.6
319,47662,20240519,2,3,9948000.0,0.5
320,27109,20240119,1,2,11843000.0,0.7
321,11235,20240213,4,2,5270000.0,0.7
322,4711,20220608,4,1,7546000.0,0.5
323,26367,20231127,1,2,4670000.0,0.9
324,28280,20220613,4,3,8878000.0,0.8
325,21657,20220224,4,1,11948000.0,0.8
326,27854,20220723,4,1,11471000.0,0.8
327,12,20220627,4,1,14750000.0,0.8
328,34368,20241223,14,1,13224000.0,0.7
329,8661,20221119,3,3,1340000.0,0.9
330,5508,20231031,3,6,3657000.0,0.8
331,44927,20220819,4,2,9286000.0,0.9
332,3931,20240418,14,3,8799000.0,0.8
333,26881,20220210,1,3,3404000.0,0.6
334,35633,20220610,14,3,11621000.0,0.7
335,3032,20221010,2,3,9684000.0,0.9
336,7964,20220318,2,1,12333000.0,0.7
337,13023,20240603,3,2,7343000.0,0.9
338,11087,20220115,4,1,2343000.0,0.6
339,42573,20220130,4,1,7172000.0,0.9
340,16259,20220108,14,6,13567000.0,0.7
341,24908,20230319,2,6,1275000.0,0.8
342,22363,20220220,4,2,1486000.0,0.7
343,40972,20220716,4,1,15401000.0,0.8
344,31231,20220411,14,1,10187000.0,0.9
345,49016,20211231,4,6,10710000.0,0.7
346,36989,20220426,14,1,5778000.0,0.8
347,28227,20241214,4,2,14428000.0,0.8
348,5604,20220728,4,6,17895000.0,0.9
349,11455,20220731,1,6,11143000.0,0.6
350,16329,20220222,4,1,10861000.0,0.8
351,16483,20230629,1,1,7173000.0,0.8
352,30375,20230322,1,3,15508000.0,0.8
353,7755,20240511,1,3,12835000.0,0.7
354,25181,20220131,3,2,4265000.0,0.8
355,28452,20230804,4,3,6125000.0,0.7
356,45514,20211230,14,3,3895000.0,0.9
357,38990,20220831,1,1,3897000.0,0.5
358,2479,20220810,4,2,16501000.0,0.9
359,29999,20230920,1,3,6618000.0,0.9
360,19460,20240404,1,6,9773000.0,0.5
361,43418,20230829,4,3,8423000.0,0.8
362,31951,20230813,14,3,6863000.0,0.8
363,13129,20240716,14,2,1164000.0,0.7
364,47115,20220525,14,1,8477000.0,0.5
365,41021,20230607,3,2,3967000.0,0.6
366,2217,20240712,3,3,2832000.0,0.7
367,24408,20240320,1,2,15606000.0,0.8
368,15864,20240313,4,2,14869000.0,0.8
369,26821,20220621,3,1,1614000.0,0.8
370,940,20230523,1,1,3701000.0,0.6
371,41785,20211228,1,1,8096000.0,0.8
372,3352,20230717,1,2,3057000.0,0.7
373,17786,20220422,1,1,11501000.0,0.8
374,13221,20220704,14,1,12333000.0,0.8
375,46517,20240723,3,6,13831000.0,0.8
376,20013,20240425,14,3,11150000.0,0.9
377,6954,20220717,3,3,11127000.0,0.8
378,5882,20220827,3,2,5217000.0,0.5
379,21715,20220316,1,6,1097000.0,0.6
380,21651,20221012,4,3,10897000.0,0.9
381,47658,20241008,1,1,3914000.0,0.7
382,27694,20220521,14,6,1424000.0,0.8
383,8108,20230304,4,3,7413000.0,0.7
384,42204,20241025,4,3,7912000.0,0.9
385,25355,20240725,1,6,937000.0,0.9
386,28606,20220106,4,6,11874000.0,0.8
387,26537,20220825,2,6,17821000.0,0.9
388,7455,20220521,14,2,4321000.0,0.6
389,29063,20230820,1,2,13392000.0,0.9
390,44484,20230401,3,6,3125000.0,0.5
391,20401,20240809,4,3,2976000.0,0.7
392,48135,20220415,3,6,15132000.0,0.8
393,48416,20241015,2,2,9266000.0,0.9
394,34660,20240718,3,3,8439000.0,0.5
395,23936,20240705,3,2,8120000.0,0.9
396,36082,20220924,2,3,4510000.0,0.9
397,40630,20230308,2,6,11806000.0,0.8
398,29661,20221006,1,6,7151000.0,0.9
399,18734,20220120,2,1,4199000.0,0.7
400,17380,20230213,3,2,9665000.0,0.7
401,47567,20230128,4,2,13724000.0,0.7
402,22131,20240530,3,2,12170000.0,0.8
403,4815,20231108,1,6,9375000.0,0.8
404,43764,20220524,1,2,3019000.0,0.5
405,38763,20220507,14,2,12159000.0,0.8
406,28247,20221228,4,3,6100000.0,0.8
407,30269,20230716,2,6,9964000.0,0.5
408,19184,20230520,14,6,11839000.0,0.8
409,7312,20220714,2,1,1593000.0,0.5
410,37721,20231126,2,3,11785000.0,0.7
411,33603,20221103,1,6,15711000.0,0.9
412,7280,20240218,3,1,3615000.0,0.9
413,49160,20230902,3,3,12867000.0,0.9
414,24989,20231130,2,2,10929000.0,0.7
415,43467,20230323,3,1,9445000.0,0.8
416,45010,20220904,2,1,9063000.0,0.8
417,35263,20230714,2,3,7882000.0,0.5
418,30547,20231029,4,6,5536000.0,0.5
419,4952,20230711,2,6,7578000.0,0.7
420,48117,20230425,2,1,4597000.0,0.6
421,29359,20230802,2,6,7315000.0,0.6
422,28793,20240328,14,1,13335000.0,0.7
423,19027,20230428,4,2,6214000.0,0.9
424,12118,20240201,14,6,4187000.0,0.8
425,11408,20240806,2,1,3037000.0,0.8
426,42506,20230719,14,6,8751000.0,0.9
427,15479,20220424,2,1,3851000.0,0.8
428,44763,20230410,3,2,13565000.0,0.8
429,34944,20220308,1,3,7552000.0,0.9
430,10265,20230928,2,6,8786000.0,0.5
431,11914,20220519,4,3,15998000.0,0.9
432,47103,20220325,1,6,6665000.0,0.5
433,31889,20220325,2,2,16178000.0,0.9
434,39085,20240131,4,3,948000.0,0.9
435,12942,20230521,1,2,13117000.0,0.8
436,19267,20240509,1,1,13893000.0,0.8
437,12286,20240612,3,2,5818000.0,0.7
438,21842,20220422,2,2,5161000.0,0.5
439,14512,20240623,14,6,4427000.0,0.9
440,9469,20241018,3,6,15822000.0,0.8
441,12803,20220707,2,6,4113000.0,0.5
442,38053,20220308,1,1,2960000.0,0.9
443,27275,20221225,2,6,11024000.0,0.8
444,23548,20221026,1,3,11414000.0,0.8
445,37631,20240101,4,1,6208000.0,0.7
446,44984,20230905,4,2,2041000.0,0.9
447,13852,20220812,2,1,7192000.0,0.8
448,42286,20230102,3,2,4639000.0,0.7
449,7171,20221204,1,1,1104000.0,0.6
450,33089,20240409,2,2,4744000.0,0.8
451,6690,20240628,3,3,5142000.0,0.8
452,49329,20241007,1,1,9744000.0,0.8
453,37612,20220802,1,1,6610000.0,0.8
454,8026,20231015,2,2,2977000.0,0.8
455,27257,20230512,3,3,8317000.0,0.8
456,33932,20230113,14,3,11857000.0,0.8
457,13192,20230607,14,2,15038000.0,0.9
458,49730,20230823,1,1,17074000.0,0.9
459,9444,20240212,14,1,10385000.0,0.9
460,36792,20240529,4,1,3505000.0,0.7
461,33463,20230128,1,1,11803000.0,0.8
462,5384,20231015,1,6,12938000.0,0.9
463,35606,20230523,3,6,7310000.0,0.6
464,14906,20220831,4,6,4258000.0,0.8
465,48929,20220706,2,3,6072000.0,0.9
466,14130,20241015,14,2,14224000.0,0.8
467,19632,20230902,2,2,16386000.0,0.9
468,36887,20240204,2,6,8591000.0,0.9
469,37020,20230829,3,2,13893000.0,0.9
470,23791,20230414,3,6,6579000.0,0.6
471,45839,20220122,2,3,12773000.0,0.8
472,21157,20230319,1,1,13877000.0,0.8
473,30648,20221217,3,6,2141000.0,0.7
474,25235,20221207,4,2,3554000.0,0.9
475,5222,20220810,14,2,17918000.0,0.9
476,31091,20220407,2,2,2763000.0,0.9
477,45360,20240511,4,1,14028000.0,0.9
478,11529,20230505,1,3,16399000.0,0.9
479,34571,20240510,2,1,13462000.0,0.8
480,6732,20230412,1,2,4240000.0,0.8
481,15859,20220224,3,6,15544000.0,0.8
482,41722,20240607,3,6,3444000.0,0.9
483,610,20220409,3,2,11929000.0,0.8
484,38259,20240309,3,3,10889000.0,0.7
485,7564,20220626,2,6,4762000.0,0.5
486,6196,20240429,2,6,11190000.0,0.9
487,8907,20220215,14,2,2502000.0,0.8
488,21118,20231226,3,2,2664000.0,0.8
489,13204,20230413,4,6,14674000.0,0.8
490,49143,20230203,1,6,2934000.0,0.7
491,24973,20230531,2,3,5263000.0,0.9
492,30603,20220125,1,3,15957000.0,0.8
493,19108,20221010,3,2,13008000.0,0.8
494,17508,20220120,1,1,9252000.0,0.9
495,32622,20240928,1,1,15573000.0,0.8
496,24654,20231002,1,3,3034000.0,0.9
497,21850,20240104,14,6,14833000.0,0.8
498,36773,20241211,2,6,13484000.0,0.8
499,38356,20220414,4,6,2776000.0,0.6
500,17399,20240907,1,3,12081000.0,0.7
501,13056,20220810,2,2,12794000.0,0.8
502,27126,20230902,1,1,1176000.0,0.7
503,21912,20220424,1,3,10155000.0,0.9
504,44936,20220215,4,6,2802000.0,0.5
505,5865,20231101,1,3,903000.0,0.9
506,9988,20230708,3,6,10643000.0,0.8
507,44047,20221030,3,3,9075000.0,0.8
508,20420,20221112,2,6,16991000.0,0.9
509,25235,20230502,4,2,11044000.0,0.8
510,11142,20230223,2,1,1299000.0,0.8
511,18955,20220422,2,6,7471000.0,0.7
512,3381,20231027,4,2,9619000.0,0.5
513,39944,20220916,14,2,9469000.0,0.6
514,48293,20220314,1,2,16509000.0,0.9
515,33161,20240630,4,1,9888000.0,0.8
516,17741,20220527,2,1,1158000.0,0.8
517,8622,20230717,1,3,1983000.0,0.8
518,29871,20220508,2,2,3668000.0,0.9
519,38214,20220823,14,1,1867000.0,0.6
520,20453,20240419,14,2,12708000.0,0.9
521,6856,20220518,3,6,3640000.0,0.8
522,9995,20220830,2,3,10477000.0,0.9
523,20726,20240621,14,3,17598000.0,0.9
524,16470,20230128,4,6,5000000.0,0.8
525,45136,20220418,1,2,995000.0,0.8
526,30863,20241110,3,3,7266000.0,0.6
527,25768,20231227,4,3,9916000.0,0.8
528,8070,20220622,1,1,17704000.0,0.9
529,658,20230817,2,3,1508000.0,0.7
530,34018,20221018,4,6,14043000.0,0.8
531,38951,20220629,14,3,5410000.0,0.8
532,41392,20220913,2,2,12519000.0,0.7
533,9639,20240107,3,3,13477000.0,0.8
534,43186,20220714,4,3,920000.0,0.7
535,9746,20240212,4,6,11515000.0,0.9
536,46601,20241012,4,1,1278000.0,0.8
537,31274,20230821,2,2,6633000.0,0.8
538,14414,20231209,14,3,12916000.0,0.9
539,37912,20230218,14,6,10883000.0,0.8
540,26286,20231020,4,3,3179000.0,0.8
541,9909,20230513,1,3,5767000.0,0.9
542,3502,20231014,2,3,5989000.0,0.6
543,19570,20220101,4,3,3234000.0,0.8
544,42628,20241128,4,6,1204000.0,0.8
545,8505,20231218,2,3,10114000.0,0.7
546,42318,20230827,1,3,7696000.0,0.7
547,20287,20240309,2,1,5092000.0,0.6
548,44812,20230816,1,2,5244000.0,0.9
549,49189,20230816,4,3,12294000.0,0.8
550,36767,20231004,14,6,4962000.0,0.5
551,47292,20231124,3,2,12307000.0,0.8
552,1517,20220521,14,3,5651000.0,0.8
553,21882,20211228,1,6,15986000.0,0.8
554,10827,20220807,2,2,3762000.0,0.9
555,39732,20231228,3,2,7364000.0,0.7
556,27763,20211225,3,3,12052000.0,0.9
557,29934,20240207,4,3,5128000.0,0.8
558,3187,20230515,14,3,5343000.0,0.5
559,11266,20240415,1,3,5048000.0,0.5
560,37592,20221120,1,3,11569000.0,0.6
561,27189,20230925,3,1,14071000.0,0.9
562,16091,20230923,14,3,6623000.0,0.8
563,22331,20230305,1,6,1615000.0,0.9
564,41079,20240825,14,3,10159000.0,0.6
565,41186,20240110,2,1,3489000.0,0.5
566,29382,20240213,1,2,15300000.0,0.8
567,28232,20230921,3,3,7003000.0,0.5
568,13520,20230511,2,6,8655000.0,0.5
569,16669,20220722,4,6,10530000.0,0.7
570,2627,20230917,1,1,6393000.0,0.7
571,10615,20220521,3,6,14946000.0,0.8
572,21456,20220730,4,6,11117000.0,0.6
573,7808,20230426,14,1,9095000.0,0.9
574,22796,20230917,14,3,2269000.0,0.8
575,14725,20240531,14,3,3729000.0,0.8
576,9540,20230511,14,2,9073000.0,0.8
577,14016,20240701,2,6,11365000.0,0.9
578,16518,20220208,3,1,5400000.0,0.6
579,29066,20240103,1,2,3261000.0,0.7
580,46679,20221022,2,3,2933000.0,0.8
581,15133,20220314,4,6,1566000.0,0.6
582,2583,20241201,14,1,12163000.0,0.7
583,11332,20230617,1,3,12664000.0,0.7
584,955,20211230,2,1,3408000.0,0.6
585,28874,20221101,14,2,2868000.0,0.8
586,43577,20220117,3,2,3387000.0,0.7
587,49575,20231104,3,6,13160000.0,0.7
588,11303,20240424,3,3,7853000.0,0.8
589,40303,20220107,1,6,9780000.0,0.7
590,10284,20230916,14,1,15073000.0,0.8
591,10267,20220606,4,1,6292000.0,0.9
592,34957,20220429,2,3,2989000.0,0.9
593,12787,20240408,2,2,5809000.0,0.9
594,45203,20240723,14,6,17446000.0,0.9
595,27990,20241009,2,3,10635000.0,0.8
596,19181,20221110,1,6,2162000.0,0.8
597,10659,20230611,1,6,14684000.0,0.8
598,11267,20230522,4,2,6789000.0,0.5
599,29873,20230621,1,2,9988000.0,0.8
600,7945,20221111,1,6,13857000.0,0.9
601,46718,20221106,2,2,2316000.0,0.9
602,25008,20221106,1,3,10049000.0,0.9
603,19581,20230114,1,1,6753000.0,0.9
604,48040,20230722,14,1,15871000.0,0.8
605,11464,20240902,4,1,1350000.0,0.7
606,1839,20220117,4,2,1112000.0,0.7
